Baker Hughes,Curve,Wireline,DT24A,DAL,s/m,Acoustic transit time (usec/ft),Slowness over 24-inch interval from avansemb,
Baker Hughes,Curve,Wireline,DT24AF,XMACF1,s/m,Acoustic transit time (usec/ft),Slowness over 24-inch interval correlation far array,
Baker Hughes,Curve,Wireline,DT24AF,DAL,s/m,Acoustic transit time (usec/ft),Slowness over 24-inch interval correlation far array,
Baker Hughes,Curve,Wireline,DT24AN,DAL,s/m,Acoustic transit time (usec/ft),Slowness from correlation near array,
Baker Hughes,Curve,Wireline,DT24AN,XMACF1,s/m,Acoustic transit time (usec/ft),Slowness from correlation near array,
Baker Hughes,Curve,Wireline,DT24AV,DAL,s/m,Acoustic transit time (usec/ft),Average slowness over transmitter-receiver spacing,
Baker Hughes,Curve,Wireline,DT24AV,XMACF1,s/m,Acoustic transit time (usec/ft),Average slowness over transmitter-receiver spacing,
Baker Hughes,Curve,Wireline,DT24AVF,XMACF1,s/m,Acoustic transit time (usec/ft),Average slowness over far transmitter-receiver spacing,
Baker Hughes,Curve,Wireline,DT24AVF,DAL,s/m,Acoustic transit time (usec/ft),Average slowness over far transmitter-receiver spacing,
Baker Hughes,Curve,Wireline,DT24F,DAL,s/m,Acoustic transit time (usec/ft),Slowness over 24-inch interval far spacing,
Baker Hughes,Curve,Wireline,DT24F,XMACF1,s/m,Acoustic transit time (usec/ft),Slowness over 24-inch interval far spacing,
Baker Hughes,Curve,Wireline,DT24H1,DAL,s/m,Acoustic transit time (usec/ft),Slowness from HSM 8 wave,
Baker Hughes,Curve,Wireline,DT24H1,XMACF1,s/m,Acoustic transit time (usec/ft),Slowness from HSM 8 wave,
Baker Hughes,Curve,Wireline,DT24H2,XMACF1,s/m,Acoustic transit time (usec/ft),Slowness from HSM 4 wave,
Baker Hughes,Curve,Wireline,DT24H2,DAL,s/m,Acoustic transit time (usec/ft),Slowness from HSM 4 wave,
Baker Hughes,Curve,Wireline,DT24HF,DAL,s/m,Acoustic transit time (usec/ft),Slowness 24-inch from HSM 8 wave,
Baker Hughes,Curve,Wireline,DT24HF,XMACF1,s/m,Acoustic transit time (usec/ft),Slowness 24-inch from HSM 8 wave,
Baker Hughes,Curve,Wireline,DT24HN,XMACF1,s/m,Acoustic transit time (usec/ft),Slowness 24-inch from HSM 4 wave,
Baker Hughes,Curve,Wireline,DT24HN,DAL,s/m,Acoustic transit time (usec/ft),Slowness 24-inch from HSM 4 wave,
Baker Hughes,Curve,Wireline,DT24N,DAL,s/m,Acoustic transit time (usec/ft),Slowness over 24-inch interval near spacing,
Baker Hughes,Curve,Wireline,DT24N,XMACF1,s/m,Acoustic transit time (usec/ft),Slowness over 24-inch interval near spacing,
Baker Hughes,Curve,Wireline,DT24RAV,DAL,s/m,Acoustic transit time (usec/ft),Average slowness from receiver over xmtr-receiver spacing,
Baker Hughes,Curve,Wireline,DT24S,DAL,s/m,Acoustic transit time (usec/ft),Slowness over 24-inch interval from 1st arrival,
Baker Hughes,Curve,Wireline,DT24S,XMACF1,s/m,Acoustic transit time (usec/ft),Slowness over 24-inch interval from 1st arrival,
Baker Hughes,Curve,Wireline,DT24SF,XMACF1,s/m,Acoustic transit time (usec/ft),Slowness over 24-inch interval from 1st arrival far xmtr,
Baker Hughes,Curve,Wireline,DT24SF,DAL,s/m,Acoustic transit time (usec/ft),Slowness over 24-inch interval from 1st arrival far xmtr,
Baker Hughes,Curve,Wireline,DT24SN,DAL,s/m,Acoustic transit time (usec/ft),Slowness over 24-inch interval from 1st arrival near xmtr,
Baker Hughes,Curve,Wireline,DT24SN,XMACF1,s/m,Acoustic transit time (usec/ft),Slowness over 24-inch interval from 1st arrival near xmtr,
Baker Hughes,Curve,Wireline,DT32,SBT,s,Time (small),Traveltime T4R2,
Baker Hughes,Curve,Wireline,DT34,SBT,s,Time (small),Traveltime T2R4,
Baker Hughes,Curve,Wireline,DT43,SBT,s,Time (small),Traveltime T5R3,
Baker Hughes,Curve,Wireline,DT45,SBT,s,Time (small),Traveltime T3R5,
Baker Hughes,Curve,Wireline,DT54,SBT,s,Time (small),Traveltime T6R4,
Baker Hughes,Curve,Wireline,DT56,SBT,s,Time (small),Traveltime T4R6,
Baker Hughes,Curve,Wireline,DT6,DAL,s/m,Acoustic transit time (usec/ft),Slowness from 6-inch interval,
Baker Hughes,Curve,Wireline,DT61,SBT,s,Time (small),Traveltime T5R1,
Baker Hughes,Curve,Wireline,DT65,SBT,s,Time (small),Traveltime T1R5,
Baker Hughes,Curve,Wireline,DTC,XMACF1,s/m,Acoustic transit time (usec/ft),Compressional wave slowness,
Baker Hughes,Curve,Wireline,DTCA,DAL,s/m,Acoustic transit time (usec/ft),Compressional wave slowness from 4 waveforms,
Baker Hughes,Curve,Wireline,DTCA,XMACF1,s/m,Acoustic transit time (usec/ft),Compressional wave slowness from 4 waveforms,
Baker Hughes,Curve,Wireline,DTCAF,DAL,s/m,Acoustic transit time (usec/ft),Compressional wave slowness from 4 wave far spacing,
Baker Hughes,Curve,Wireline,DTCAF,XMACF1,s/m,Acoustic transit time (usec/ft),Compressional wave slowness from 4 wave far spacing,
Baker Hughes,Curve,Wireline,DTCAFR,XMACF1,s/m,Acoustic transit time (usec/ft),Compressional wave slowness from 4 wave far receiver array,
Baker Hughes,Curve,Wireline,DTCAFR,DAL,s/m,Acoustic transit time (usec/ft),Compressional wave slowness from 4 wave far receiver array,
Baker Hughes,Curve,Wireline,DTCAFT,DAL,s/m,Acoustic transit time (usec/ft),Compressional wave slowness from 4 wave far xmtr array,
Baker Hughes,Curve,Wireline,DTCAFT,XMACF1,s/m,Acoustic transit time (usec/ft),Compressional wave slowness from 4 wave far xmtr array,
Baker Hughes,Curve,Wireline,DTCAN,DAL,s/m,Acoustic transit time (usec/ft),Compressional wave slowness from 4 wave near spacing,
Baker Hughes,Curve,Wireline,DTCAN,XMACF1,s/m,Acoustic transit time (usec/ft),Compressional wave slowness from 4 wave near spacing,
Baker Hughes,Curve,Wireline,DTCANR,DAL,s/m,Acoustic transit time (usec/ft),Compressional wave slowness from 4 wave near receiver array,
Baker Hughes,Curve,Wireline,DTCANR,XMACF1,s/m,Acoustic transit time (usec/ft),Compressional wave slowness from 4 wave near receiver array,
Baker Hughes,Curve,Wireline,DTCANT,DAL,s/m,Acoustic transit time (usec/ft),Compressional wave slowness from 4 wave near xmtr array,
Baker Hughes,Curve,Wireline,DTCANT,XMACF1,s/m,Acoustic transit time (usec/ft),Compressional wave slowness from 4 wave near xmtr array,
